Idx,GeneProbability/KmersHitsOnGene/KmersHitsOnAllGenes/KmersTotal,GeneAnnotation
@>MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.07/3/3/135,>MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@random_sequence,?/?/?/?,?
@>MEG_1031|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1032|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.4/15/15/135,>MEG_1033|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1033|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.33/9/9/135,>MEG_1032|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1034|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1036|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1037|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2_2pointsRearrangement,0.08/120/120/134,>MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1042|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.33/13/13/135,>MEG_1042|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@random_sequence,?/?/?/?,?
@>MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.11/12/12/135,>MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2_2pointsRearrangement,0.14/119/119/134,>MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.19/39/39/135,>MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1047|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,1.0/7/7/135,>MEG_1047|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1048|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1049|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.38/8/10/135,>MEG_1056|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1050|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.5/17/17/135,>MEG_1050|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1051|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.34/2/2/135,>MEG_1051|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1052|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.15/10/10/135,>MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.14/6/6/135,>MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1056|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,0.5/26/26/135,>MEG_1056|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,0.09/118/118/134,>MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1062|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,0.71/119/119/134,>MEG_1062|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1063|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1064|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,0.33/8/8/135,>MEG_1042|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1067|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,0.96/13/13/135,>MEG_1067|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1070|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,0.5/29/29/135,>MEG_1043|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1071|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_1072|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,1.0/4/4/135,>MEG_1072|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1073|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,1.0/20/20/135,>MEG_1073|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2,1.0/19/19/135,>MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1075|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,0.25/118/118/134,>MEG_1065|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@random_sequence,?/?/?/?,?
@>MEG_1077|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,0.68/118/118/134,>MEG_1077|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME
@>MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,0.15/118/118/134,>MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@>MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME_errorrate=0.2_2pointsRearrangement,0.09/120/120/134,>MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1083|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1083|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4
@random_sequence,?/?/?/?,?
@>MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,0.14/2/2/135,>MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@random_sequence,?/?/?/?,?
@>MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,0.13/8/8/135,>MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,0.5/2/2/135,>MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,0.13/27/27/135,>MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1092|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,0.5/13/13/135,>MEG_1090|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1093|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,1.0/4/4/135,>MEG_1093|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1094|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2_2pointsRearrangement,0.5/118/118/134,>MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,0.13/9/9/135,>MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2_2pointsRearrangement,0.13/121/121/134,>MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6
@>MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1100|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9_errorrate=0.2,1.0/9/9/135,>MEG_1100|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9
@>MEG_1101|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1105|Drugs|betalactams|Class_C_betalactamases|AQU_errorrate=0.2_2pointsRearrangement,0.34/118/118/134,>MEG_1105|Drugs|betalactams|Class_C_betalactamases|AQU
@>MEG_1106|Drugs|betalactams|Class_C_betalactamases|AQU_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1109|Drugs|betalactams|Class_A_betalactamases|ARL_errorrate=0.2,?/?/?/?,?
@>MEG_1110|Drugs|betalactams|Class_A_betalactamases|ARL_errorrate=0.2,?/?/?/?,?
@>MEG_1111|Drugs|betalactams|Class_A_betalactamases|ARL_errorrate=0.2,0.5/11/11/135,>MEG_1108|Drugs|betalactams|Class_A_betalactamases|ARL
@>MEG_1112|Drugs|betalactams|Class_A_betalactamases|ARL_errorrate=0.2,?/?/?/?,?
@>MEG_1113|Drugs|betalactams|Class_A_betalactamases|ARL_errorrate=0.2,0.2/5/5/135,>MEG_1113|Drugs|betalactams|Class_A_betalactamases|ARL
@>MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR_errorrate=0.2,0.25/3/3/135,>MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR
@random_sequence,?/?/?/?,?
@>MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR_errorrate=0.2,0.25/31/31/135,>MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR
@>MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA_errorrate=0.2,1.0/12/12/135,>MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA
@>MEG_1121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ARMR_errorrate=0.2,1.0/8/8/135,>MEG_1121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ARMR
@>MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA_errorrate=0.2,1.0/19/19/135,>MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA
@>MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.14/19/19/135,>MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.13/8/8/135,>MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.18/4/22/135,>MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,?/?/?/?,?
@>MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,?/?/?/?,?
@>MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,1.0/18/18/135,>MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.13/14/14/135,>MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,1.0/9/9/135,>MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,1.0/8/8/135,>MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.13/5/5/135,>MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1136|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.5/14/14/135,>MEG_1136|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@random_sequence,?/?/?/?,?
@>MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR_errorrate=0.2,0.13/3/3/135,>MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR
@>MEG_1139|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA_errorrate=0.2,0.5/13/13/135,>MEG_1140|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA
@random_sequence,?/?/?/?,?
@>MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB_errorrate=0.2,1.0/15/15/135,>MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB
@>MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA_errorrate=0.2,?/?/?/?,?
@>MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA_errorrate=0.2,0.94/17/18/135,>MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA
@>MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA_errorrate=0.2,1.0/13/13/135,>MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA
@>MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1147|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB_errorrate=0.2,0.5/4/4/135,>MEG_1147|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB
@random_sequence,?/?/?/?,?
@>MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM_errorrate=0.2,1.0/4/4/135,>MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM
@>MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM_errorrate=0.2,1.0/9/9/135,>MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM
@>MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM_errorrate=0.2,1.0/4/4/135,>MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM
@>MEG_1152|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_1152|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM
@>MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM_errorrate=0.2,0.76/11/11/135,>MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM
@random_sequence,?/?/?/?,?
@>MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC_errorrate=0.2,0.67/3/3/135,>MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC
@>MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC_errorrate=0.2,0.47/24/24/135,>MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC
@random_sequence,?/?/?/?,?
@>MEG_1158|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC_errorrate=0.2,0.48/8/8/135,>MEG_1158|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC
@>MEG_1159|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC_errorrate=0.2,1.0/5/5/135,>MEG_1159|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC
@>MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC_errorrate=0.2,1.0/35/35/135,>MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1163|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1163|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM
@random_sequence,0.5/3/3/135,>MEG_2031|Metals|Copper_resistance|Copper_resistance_protein|COPA
@>MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD_errorrate=0.2,1.0/2/2/135,>MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD
@>MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM_errorrate=0.2,1.0/2/2/135,>MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM
@random_sequence,?/?/?/?,?
@>MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN_errorrate=0.2,1.0/14/14/135,>MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN
@>MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR
@>MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR_errorrate=0.2,?/?/?/?,?
@>MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR_errorrate=0.2,1.0/6/6/135,>MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR
@>MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM_errorrate=0.2,1.0/6/6/135,>MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM
@random_sequence,?/?/?/?,?
@>MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM_errorrate=0.2,1.0/14/14/135,>MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA
@>MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA
@>MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR_errorrate=0.2,?/?/?/?,?
@>MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR_errorrate=0.2_2pointsRearrangement,0.5/120/120/134,>MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR
@>MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST_errorrate=0.2,1.0/4/4/135,>MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST
@>MEG_1184|Drugs|betalactams|Class_A_betalactamases|AXC_errorrate=0.2,1.0/13/13/135,>MEG_1184|Drugs|betalactams|Class_A_betalactamases|AXC
@>MEG_1185|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY_errorrate=0.2,?/?/?/?,?
@>MEG_1186|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY_errorrate=0.2_2pointsRearrangement,1.0/120/120/134,>MEG_1186|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY
@>MEG_1187|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXYZ|RequiresSNPConfirmation_errorrate=0.2,0.5/2/2/135,>MEG_2142|Metals|Copper_resistance|Copper_resistance_protein|CTPV
@>MEG_1188|Drugs|betalactams|Class_C_betalactamases|AZECL_errorrate=0.2,0.04/4/4/135,>MEG_3955|Drugs|betalactams|Class_C_betalactamases|MIR
@>MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA_errorrate=0.2,?/?/?/?,?
@>MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA_errorrate=0.2,?/?/?/?,?
@>MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER_errorrate=0.2_2pointsRearrangement,0.99/118/118/134,>MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER
@>MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER_errorrate=0.2,1.0/23/23/135,>MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER
@random_sequence,?/?/?/?,?
@>MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES_errorrate=0.2,1.0/8/8/135,>MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES
@>MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES_errorrate=0.2,0.5/7/7/135,>MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES
@>MEG_1196|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BAHA_errorrate=0.2,1.0/11/11/135,>MEG_1196|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BAHA
@random_sequence,?/?/?/?,?
@>MEG_1198|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_1198|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS
@>MEG_1199|Drugs|betalactams|Class_D_betalactamases|BAT_errorrate=0.2,1.0/6/6/135,>MEG_1199|Drugs|betalactams|Class_D_betalactamases|BAT
@random_sequence,?/?/?/?,?
@>MEG_1201|Drugs|betalactams|Class_B_betalactamases|BC_errorrate=0.2_2pointsRearrangement,0.93/119/119/134,>MEG_1201|Drugs|betalactams|Class_B_betalactamases|BC
@>MEG_1202|Drugs|betalactams|Class_B_betalactamases|BCII_errorrate=0.2,0.29/11/11/135,>MEG_1202|Drugs|betalactams|Class_B_betalactamases|BCII
@random_sequence,?/?/?/?,?
